Points,Wins,Last 10 Rank,Post Season Finish
92,42,17.5,4
74,34,12.5,5
93,44,15.5,5
96,42,17.0,5
64,30,5.0,4
92,42,18.0,5
100,44,11.5,5
97,45,15.0,5
88,42,6.0,5
104,48,12.0,5
104,48,3.5,4
100,46,19.5,5
83,38,14.5,5
70,32,13.0,5
90,38,6.5,5
86,40,17.5,5
98,44,15.0,5
97,43,12.5,4
98,42,16.5,5
70,32,15.0,3
82,38,14.0,5
102,48,10.0,5
88,38,6.5,5
96,44,4.0,3
94,42,9.5,5
102,46,22.5,5
92,40,11.0,5
99,45,17.0,5
96,43,6,5
100,46,19.5,5
101,48,16.0,5
107,48,14.0,4
91,40,20.5,5
106,48,14.0,4
95,42,3.5,4
76,34,10.5,5
98,44,16.0,5
116,53,16.0,1
79,35,15.0,5
88,38,4.5,5
86,38,25.0,5
106,49,12.0,5
84,37,23.5,5
94,44,20.5,5
116,54,6.0,5
101,44,2.0,5
105,46,14.0,5
93,43,13.5,5
97,42,20.5,4
109,49,5.0,5
98,44,22.5,5
82,38,15.0,4
90,40,12.5,5
98,45,20.0,5
94,42,13.0,4
106,48,9.5,4
90,40,14.0,5
97,44,10.5,5
110,51,10.0,4
114,52,1.5,3
102,46,7.5,5
101,44,13.5,5
103,47,9,5
68,28,18.0,5
102,46,8.5,4
94,42,6.0,5
49,22,14.5,4
76,35,15.5,5
102,44,9.5,4
98,46,24.0,5
89,38,17.5,5
103,45,13.5,5
110,51,9.5,5
109,49,25.5,5
108,48,1.5,5
92,42,8.5,5
96,44,7.0,5
102,47,16.5,5
100,44,11.0,4
84,36,25.5,5
106,49,14.5,5
86,40,25.0,5
80,37,20.5,5
86,40,17.5,5
94,41,15.0,4
104,47,14.0,5
96,44,8.5,5
100,47,22.5,5
107,48,6.5,5
59,24,30.0,5
107,50,5.0,3
120,58,11.0,5
102,46,14.0,5
96,44,7.0,4
95,42,9.0,5
97,44,17.0,4
96,41,21.5,5
95,44,7.5,5
107,48,16.5,4
80,36,20.5,5
91,40,11.0,5
113,52,13.5,5
92,40,18.0,4
84,36,17.5,5
106,48,20.5,5
80,36,7.0,5
78,36,10.0,4
74,34,8.5,5
102,47,23.5,5
91,40,22.5,4
101,45,8.5,5
96,44,10.5,5
75,35,26.5,5
86,36,24.0,5
78,34,14.0,5
104,48,13.0,5
106,48,6.0,5
71,33,12.5,5
62,28,14.5,5
86,38,16.0,5
81,36,7.5,5
64,28,23.5,5
88,40,13.0,4
103,48,17.5,1
96,44,13.5,5
105,49,25.0,5
90,38,16.0,5
92,41,3.5,5
106,48,14.0,5
94,42,17.0,4
85,36,17.0,5
110,50,11.5,4
90,40,15.0,5
94,42,10.5,5
100,46,12.5,5
84,36,16.5,5
105,48,8.0,5
106,48,10.5,4
97,44,12.5,5
101,44,15.0,5
99,46,11.5,5
86,40,2.5,4
102,47,4.0,4
90,40,16.0,5
108,49,8.5,5
96,44,14.5,5
98,41,13.0,5
101,46,23.5,5
80,37,12.0,5
90,40,5.0,5
100,46,13.0,5
82,36,22.0,5
91,40,21.5,5
82,38,14.0,5
104,48,12.5,5
86,38,10.0,5
90,41,17.5,5
96,44,16.0,5
66,30,15,4
79,34,15,4
99,44,3.5,4
82,36,14.5,5
106,50,15.5,3
70,31,8.5,5
97,44,16.0,5
104,46,15.5,4
86,39,14.0,4
99,46,23.0,5
93,40,23.5,5
91,40,15.5,5
98,44,9.5,5
106,49,8.5,5
107,48,4.0,3
96,44,4.0,5
98,45,19.5,3
78,36,20.5,5
107,50,9.0,5
102,47,10.0,5
92,42,14.5,5
99,44,6.5,5
102,47,14.5,5
75,34,15.5,5
98,44,6.5,4
98,44,17.0,3
100,46,11.5,5
77,36,9.5,5
96,42,9.0,3
107,50,14.5,5
109,50,5.0,5
96,43,19.5,5
97,44,18.5,4
96,42,12.0,5
96,43,9.5,5
96,44,16.0,5
88,42,7.5,5
106,50,25.5,5
98,45,20.0,4
90,39,9.0,3
77,35,16.0,5
98,44,20.5,5
102,48,11.0,4
113,54,7.0,5
86,42,5.5,4
88,38,14.5,5
94,43,25.0,5
86,36,14.5,5
111,52,14.5,3
98,45,20.5,2
96,44,19.0,5
100,46,13.0,5
94,42,22.5,5
108,49,6.0,4
74,32,8.0,5
104,48,7.5,4
72,33,15.5,4
98,44,12.5,5
111,50,9.5,5
94,42,15.5,5
104,49,8.5,4
96,44,21.0,5
114,54,15.5,4
88,41,18.5,4
81,38,17.0,5
98,44,20.0,5
103,47,15.0,4
102,46,11.0,5
72,32,20.5,5
84,40,14.5,5
86,40,14.0,5
71,32,22.0,5
98,43,12.0,5
110,51,9.0,2
101,46,11.0,5
100,45,13.0,5
82,37,26.5,5
70,30,12.5,5
102,46,10.5,4
79,34,14.0,5
96,44,7.5,5
88,40,16.5,4
96,43,11.0,5
111,51,12.5,4
86,38,15.0,5
82,38,14.0,5
98,44,17.5,4
94,42,16.5,5
104,48,9.5,5
88,40,20.0,5
89,39,9.5,4
90,40,16.0,5
80,38,8.0,5
106,50,18.5,5
76,35,7.5,3
94,43,18.0,5
82,38,22.0,4
106,49,7.0,4
90,41,15.5,5
112,52,15.0,3
66,30,19.0,5
62,28,8.0,4
102,46,3.5,5
96,43,17.5,4
97,44,12.5,5
78,34,12.5,5
64,28,15.0,5
111,52,14.5,5
78,36,11.5,5
92,42,16.5,5
99,44,3.5,4
72,32,20.0,5
96,42,23.0,5
90,42,21.0,5
94,42,18.5,5
101,46,19.0,4
80,35,12.5,3
78,36,11.5,5
76,34,7.0,4
109,50,9.5,5
112,52,5.5,3
80,34,18.5,5
78,34,17.5,4
94,42,28.0,5
95,44,20.5,5
99,46,11.5,5
68,30,17.0,5
91,39,14.5,5
106,46,6.5,1
98,42,6.5,5
96,42,6.0,5
78,36,22.5,5
96,42,2.5,3
80,34,21.5,4
95,45,12.5,4
78,36,13.5,3
98,46,21.0,5
80,36,10.5,5
102,46,13.0,5
106,50,10.5,5
76,34,6.5,5
98,44,13.0,5
106,50,13.5,4
94,45,5.0,5
102,48,8.5,4
96,44,6.0,5
58,26,7.5,5
100,46,8.0,4
98,44,4.5,4
88,38,17.0,5
98,44,19.0,5
88,40,18.0,4
107,50,16.0,5
88,40,17.5,5
68,31,17.5,5
84,38,10.0,5
100,44,13.5,4
94,44,11.0,5
76,34,10.5,5
98,44,6.0,5
95,42,13.5,5
109,50,13.5,4
102,48,15.0,5
98,45,17.5,5
73,32,19.5,5
102,46,20.0,5
98,46,23.5,5
84,38,23.5,5
106,48,10.5,4
83,38,8.5,4
98,46,18.0,5
86,40,12.0,5
65,28,18.0,5
94,42,13.5,4
105,48,17.0,5
69,30,13.5,5
104,49,19.5,5
86,38,25.0,5
104,46,21.0,5
112,52,8.5,3
100,46,9.0,5
96,44,5.5,5
76,34,7.5,5
97,43,12.0,2
97,44,6.5,4
100,44,11.0,4
98,44,15.5,4
98,44,24.5,5
98,43,27.0,1
89,38,23.5,5
104,46,16.0,2
101,46,7.0,5
105,50,14.0,5
88,39,21.0,5
90,39,10.5,5
79,36,4.0,5
80,38,11.0,5
94,44,19.5,5
86,38,10.0,5
108,50,6.0,3
98,43,12.5,5
90,41,22.5,5
106,48,7.5,4
102,48,9.0,5
84,36,13.5,5
94,40,20.0,5
86,40,10.0,3
112,52,15.5,5
73,34,7.5,5
84,37,17.5,5
81,37,9.5,5
96,44,12.5,5
101,46,18.5,5
104,46,18.0,5
100,46,5.5,5
94,40,12.0,3
110,51,14.5,5
102,46,21.0,3
99,44,14.0,4
94,44,19.0,5
95,44,16.5,4
92,40,13.5,5
94,42,17.5,5
101,46,1.5,5
102,46,12.5,4
112,52,10.0,5
103,48,6.5,4
88,40,20.0,5
63,28,21.5,5
106,48,13.0,5
68,30,16.5,5
102,46,16.5,4
76,34,14.5,4
94,42,10.5,5
76,33,16.5,4
104,48,18.0,5
89,40,19.5,5
88,40,17,5
82,38,19.0,5
94,42,17.5,5
79,35,21.5,5
94,42,9.5,5
83,36,19.5,5
87,37,18.0,5
93,42,28.0,5
74,33,3.5,5
82,36,10.0,5
97,44,18.5,5
102,46,13.5,5
94,42,8.5,5
97,42,15.5,5
96,45,14.5,5
94,42,26.0,4
79,36,15.5,2
60,25,22.0,5
78,37,24.0,5
92,40,12.5,5
102,47,21.5,5
96,42,15.5,5
74,33,16.5,5
66,30,13.5,5
105,47,3.0,5
88,38,17.5,5
104,47,7.5,4
100,46,6.0,5
92,41,18.5,4
102,48,5.5,5
108,50,19.5,5
102,47,5.5,2
88,41,18.5,4
90,42,18.0,5
95,44,9.0,5
84,41,8.5,3
78,34,15.0,4
78,36,24.0,5
107,48,18.5,5
102,47,19.5,5
86,38,17.5,5
96,44,3.0,5
85,38,18.0,5
100,45,13.5,5
98,45,18.5,5
82,36,23.0,4
94,42,10.5,5
96,44,14.5,5
98,46,16.0,5
108,50,13.0,5
96,42,18.0,4
104,48,16.0,5
96,44,4.0,3
102,47,12.5,5
99,46,15.5,5
89,40,14.0,5
94,43,16.5,5
84,40,17.0,5
100,45,16.0,5
110,52,12.5,2
88,39,19.0,5
102,46,16.5,5
102,48,8.0,3
107,48,3.0,5
94,42,12.0,5
99,44,11.0,4
108,50,8.5,5
82,36,16.0,5
96,42,11.0,5
105,48,6.0,5
102,46,13.5,5
102,45,14.5,5
70,31,22.5,5
92,42,23.5,5
98,45,7.5,5
71,32,11.0,5
112,52,11.0,5
86,39,4.5,5
96,43,14.5,5
98,43,5.0,5
98,44,17.5,5
98,46,7.0,4
52,24,14.5,5
113,52,15.5,5
100,46,13.5,5
102,46,5.0,4
105,48,22.5,5
97,43,15.0,5
92,42,16.5,5
98,44,10.5,5
104,48,10.5,5
82,38,24.0,4
89,40,20.0,4
84,36,15.5,5
78,36,11.0,4
104,48,5.0,5
94,42,6.0,5
113,52,11.5,3
96,44,4.0,5
90,40,20.0,5
100,46,13.5,5
115,54,5.5,5
104,47,8.5,5
88,40,15.5,5
100,46,6.0,5
70,31,17.5,5
100,44,9.0,5
64,28,26.0,4
80,36,14.5,5
74,34,9.0,5
98,44,10.0,5
77,35,10.0,5
98,42,16.5,5
96,44,17.5,5
109,50,3.5,5
109,51,14.0,5
92,42,17.5,5
96,43,12.5,5
101,48,15.0,4
106,50,18.0,5
90,42,14.0,3
97,44,21.0,4
72,31,16.0,5
102,46,7.5,3
96,42,10.5,5
96,42,17.5,5
92,41,5.0,4
98,44,14.0,5
94,42,11.5,3
82,38,8.0,5
94,43,12.5,5
93,42,10.5,4
96,44,10.5,5
104,48,14.0,5
79,36,15.0,4
80,35,6.5,5
93,40,15.0,5
103,46,4.5,3
106,48,4.0,4
88,40,13.5,5
94,42,9.5,4
93,43,5.5,5
104,48,13.0,5
78,36,12.0,5
79,36,16.0,5
85,37,16.5,5
82,38,26.5,5
75,33,9.0,1
64,28,14.0,5
79,36,4.5,5
106,50,7.5,5
103,48,4.0,4
106,49,18.5,5
71,32,18.5,5
100,46,9.5,5
94,42,5.5,5
86,40,22.5,4
89,39,8.5,5
82,38,3.5,4
69,30,19.0,5
98,44,20.0,5
94,42,10.0,5
94,40,13.5,5
86,37,15.0,5
93,40,14.0,5
89,40,26.0,5
104,47,9.0,4
106,47,9.5,5
107,49,14.0,5
98,46,22.5,5
90,40,12.5,5
102,48,17.0,5
105,48,3,3
72,32,22.5,5
90,40,11.0,4
90,42,14.0,5
104,48,7.5,4
100,46,20.0,5
85,39,17.0,5
108,50,5.0,4
111,52,14.5,3
96,43,24.0,4
96,45,14.5,5
92,40,22.0,5
89,40,20.0,5
103,48,11.0,5
108,49,6.0,5
104,48,13.0,5
93,41,8.0,4
91,40,14.5,5
74,32,12.0,5
75,34,18.5,5
88,37,20.5,5
109,51,10.0,5
106,50,14.5,4
94,42,16.0,5
92,42,7.0,5
98,46,5.5,5
106,49,11.0,5
94,44,14.0,5
99,44,4,4
116,54,10.5,1
83,38,23.5,5
80,36,4.0,5
98,45,16.0,5
96,44,7.0,5
98,44,7.0,5
107,50,15.5,5
86,38,7.0,3
104,46,19.0,5
81,38,16.5,5
80,36,22.0,5
87,38,17.0,5
93,42,16.5,5
100,46,9.0,5
78,35,12.0,5
52,23,18.0,5
104,48,10.5,5
104,47,18.0,5
76,34,12.0,5
84,40,4.5,4
102,48,8.0,5
96,43,13.5,5
80,37,18.0,5
98,45,20.0,5
84,40,13.5,5
80,35,6.0,5
100,46,6.0,5
86,40,13.0,5
114,53,5.5,5
103,46,13.0,4
72,32,16.0,5
111,51,14.0,5
108,50,10.5,5
98,44,18.0,5
103,46,17.0,5
76,33,14.5,5
86,38,26.5,5
76,34,5.5,5
102,46,12.5,5
94,42,13.0,3
83,38,15.0,5
70,30,11.0,5
88,39,6.5,5
89,42,15.5,5
94,43,13.0,5
98,44,9.0,5
96,42,9.5,5
94,42,14.0,5
48,22,15.0,5
77,36,10.5,5
84,40,13.5,5
73,32,14.5,4
64,29,20.5,5
94,42,7.5,5
72,32,24.0,5
72,33,17.5,5
104,46,18.0,5
78,35,17.0,5
100,45,8.0,5
106,48,4.5,5
104,48,9.5,5
90,42,9.5,4
90,40,19.5,5
98,44,11.5,4
86,38,21.5,5
112,50,13.5,5
102,46,27.0,4
86,36,15.5,5
98,44,9.0,5
78,36,17.5,5
88,39,12.0,5
78,34,17.5,5
98,44,17.5,5
96,44,12.5,5
100,46,19.5,5
84,36,17.5,4
100,46,7.5,4
94,42,9.5,4
96,43,10.0,4
106,50,10.0,1
91,42,14.5,2
109,50,16.0,5
91,42,7.0,5
106,48,14.0,4
71,30,21.5,5
100,46,16.0,4
80,38,13.0,5
116,53,13.0,4
80,36,13.5,1
78,34,10.5,5
102,45,4.0,4
92,40,16.5,5
98,44,11.0,5
86,38,12.0,5
72,32,9.5,5
52,23,14.5,5
102,44,14.5,5
92,40,18.0,5
94,42,16.5,5
92,42,14.0,3
102,46,8.5,3
100,44,8.0,5
96,42,3.5,4
76,35,6.5,5
102,46,14.5,5
108,49,13.0,5
103,46,5.0,4
66,30,16.5,4
106,50,18.5,5
108,50,13.5,3
104,46,9.0,5
98,43,10.5,3
91,40,20.0,5
102,46,18.0,5
98,46,7.0,5
56,25,15.5,4
52,24,6.5,5
86,39,14.0,5
94,42,16.0,5
95,44,10.5,5
100,45,11.0,5
80,34,18.0,5
96,44,7.5,5
102,46,15.0,4
100,45,13.5,5
72,32,14.5,5
114,52,3.0,4
74,36,23.5,5
98,44,10.5,5
79,36,6.0,5
102,45,18.5,5
89,40,12.0,5
99,46,4.5,5
78,36,7.5,4
99,43,24.5,5
92,40,4.5,4
95,40,14.0,5
100,48,7.5,5
103,47,5.5,5
68,32,7.0,5
96,42,17.0,5
102,46,11.0,5
92,40,9.0,3
95,42,13.5,5
88,41,9.5,1
90,40,19.0,5
102,46,5.5,5
96,43,23.5,4
74,33,27.5,5
73,34,1.0,5
92,43,2.5,5
92,42,21.5,5
102,47,21.0,5
104,48,10.5,5
104,48,13.0,5
104,47,12.5,5
76,34,18.0,5
105,48,15.0,5
98,46,17.5,5
89,41,21.5,5
113,52,7.5,5
98,43,9.0,5
70,30,25.5,5
98,43,11,4
95,43,10.0,5
89,40,22.5,5
97,44,14.0,5
104,46,10.0,4
76,35,10.0,5
103,47,11.5,4
83,38,24.0,5
100,44,16.5,5
82,36,17.5,5
100,46,12.5,5
97,46,18.0,5
105,48,9.5,3
84,38,5.0,5
68,30,27.0,5
106,48,3.5,5
110,50,14.0,4
94,44,18.5,5
81,38,15.5,5
95,44,14.5,4
86,40,20.5,5
108,50,14.0,5
96,44,18.5,4
78,35,16.0,5
87,40,10.5,5
82,35,22.5,5
98,45,14.5,5
98,46,16.5,5
102,48,11.0,5
102,46,11.5,5
97,42,11.5,5
96,44,24.0,5
101,46,15.0,5
102,46,9.0,5
96,42,8.5,4
106,48,12.0,5
107,50,14,3
102,46,12.5,5
92,41,21.5,4
104,48,12.0,5
100,45,15.5,5
120,56,12.0,5
91,42,10.5,5
112,50,13.0,5
85,36,21.0,4
100,46,7.0,4
98,45,14.5,5
107,49,5.5,5
100,45,10.0,4
100,45,8.5,5
101,46,7.5,5
86,36,15.0,3
96,42,7.5,5
84,38,18.0,5
104,48,13.0,5
104,48,9.0,1
94,43,19.0,5
96,44,17.5,5
72,32,28.0,5
104,46,6.0,5
94,42,13.5,5
96,44,19.0,5
81,37,11.0,4
82,35,15.5,5
94,42,26.0,5
111,51,1,5
94,43,8.5,5
98,44,11.5,5
90,41,16.5,5
87,40,21.0,5
102,48,15.5,5
56,26,3.0,5
96,42,12.0,4
94,42,6.0,4
96,44,4.5,5
78,36,10.0,5
106,48,17.0,4
106,48,24.0,4
72,32,15.5,5
50,24,18.0,5
90,42,12.0,5
93,42,5.0,5
82,36,18.5,5
100,46,10.5,5
74,32,8.5,5
87,40,6.5,4
87,40,15.5,5
98,45,22.0,5
114,52,8.5,5
101,46,20.0,5
98,42,24.5,5
96,44,17.5,5
56,26,4.5,4
96,44,24.0,5
102,44,7.5,3
76,36,12.0,5
97,44,18.0,5
106,49,6.5,5
69,31,16.5,5
100,44,18.0,5
98,44,11.5,5
100,46,8.0,4
95,44,17.0,5
99,45,16.5,5
88,40,13.5,5
92,41,5.5,5
102,46,8.5,5
92,44,15.0,5
104,48,10.5,4
96,43,19.5,5
92,41,14.5,4
98,44,16.0,4
100,46,14.5,5
100,44,16.5,4
106,48,16.5,5
68,32,13.0,5
56,26,14.5,4
106,49,22.5,5
82,36,8.5,5
98,46,26.5,5
102,47,17.5,5
96,45,17.0,5
78,36,16.0,4
80,36,3.0,5
64,28,15.5,5
98,46,19.0,5
104,48,6.0,5
98,44,13.0,5
90,42,14.5,5
99,44,9.0,5
104,48,11.0,4
96,44,17.5,5
100,46,8.5,4
108,50,6.5,4
96,44,9.5,5
70,30,10.0,5
98,46,8.0,5
96,44,20.5,5
107,50,13.5,5
104,47,7.5,5
103,46,9.5,4
94,44,23.5,5
98,46,19.0,5
99,44,13.0,5
74,34,10.5,5
110,52,13.5,5
89,38,14.0,5
86,40,26.0,5
94,40,10.5,5
102,46,8.0,5
87,41,9.5,3
100,46,13.0,5
115,53,9.0,3
104,48,8.0,4
98,45,12.0,4
79,35,4.0,5
76,33,13.5,4
83,38,13.5,4
98,46,11.0,5
114,54,16.0,5
72,32,12.5,4
88,41,13.0,3
106,49,8.5,5
94,42,6.0,5
78,36,16.0,4
65,29,18.0,5
99,46,10.5,5
96,42,14.5,5
91,41,17.0,5
76,35,10.5,5
91,41,16.0,5
104,48,14.0,3
106,48,9.0,5
58,26,6.0,5
96,43,9.5,5
94,44,15.0,4
76,34,8.5,5
103,46,17.0,4
80,36,9.5,5
86,39,19.5,5
74,32,24.0,5
107,49,6.5,5
102,46,18.5,5
78,36,24.5,5
84,38,16.0,5
97,44,22.0,5
98,45,13.5,5
66,30,21.0,5
94,46,6.5,5
104,48,12.5,2
85,37,22.0,5
89,39,9.5,4
93,42,12.5,5
80,36,5.5,5
107,50,18.5,5
105,48,8.5,4
88,39,12.0,5
76,33,7.5,5
110,51,10.5,4
94,38,17.5,5
110,51,7.5,5
82,38,4.5,5
81,38,16.0,5
108,50,4.5,4
96,42,11.5,5
101,46,12.0,1
106,46,15.0,1
108,50,4.5,3
100,46,11.5,4
110,50,3.0,1
95,42,12.5,4
94,44,19.5,5
92,40,20.0,5
110,50,16.0,4
105,50,5.5,5
93,42,14.0,4
86,38,11.5,5
89,38,16.0,5
96,44,17.5,4
84,40,4.5,5
108,50,17.5,4
96,43,10.0,5
108,48,25.0,5
92,42,20.5,4
101,46,8.0,4
85,38,24.0,5
107,48,10.5,4
105,48,3.5,4
102,46,7.0,5
73,32,13.0,5
102,45,6.0,5
102,46,20.5,5
74,34,28.0,5
85,38,19.5,5
78,34,20.5,5
100,44,3.0,5
89,39,14.5,5
80,35,14.0,5
101,44,13.0,5
91,42,26.0,5
86,38,16.0,4
98,45,12.0,5
50,22,22.5,5
102,48,24.0,5
90,40,16.0,4
98,44,22.5,1
96,44,16.0,5
106,50,12.5,5
107,48,4.5,3
72,32,15.5,5
96,42,6.0,5
90,42,11.5,5
76,35,17.5,4
94,42,17.5,5
103,48,22.0,5
87,38,10.5,3
98,44,11.0,5
104,46,12.0,5
108,49,7.0,5
80,34,27.0,5
96,44,22.0,4
92,40,2.5,3
80,36,14.5,5
113,52,14.5,3
86,40,1.0,5
94,42,8.0,5
104,48,17.0,5
82,37,14.5,3
81,38,16.5,5
99,46,6.5,5
99,44,14.0,4
99,46,10.0,1
94,41,11.0,4
98,46,8.0,5
95,45,14.0,3
104,48,9.0,4
96,42,15.0,5
100,45,11.5,3
97,43,8.0,1
82,37,14.0,5
99,45,9.5,5
94,42,9.0,5
95,40,2.0,5
110,50,12.5,4
88,40,21.0,2
86,39,19.0,5
104,47,9.0,5
76,34,20.5,5
108,50,6.5,4
107,50,15.5,5
100,45,16.5,4
88,39,23.0,4
105,48,10.0,5
97,44,10.0,3
98,44,21.0,4
96,43,20.5,3
76,34,16.0,5
86,39,18.5,5
77,34,13.5,5
80,36,15.5,5
100,46,18.5,4
98,46,17.0,4
88,38,26.0,5
98,44,15.0,5
90,41,19.0,4
100,46,18.0,4
98,43,13.5,4
104,48,12.5,4
100,44,3.0,5
81,36,5.5,5
88,41,10.0,4
103,47,15.0,4
78,36,11.5,5
102,46,13.0,5
73,34,14.5,5
104,48,12.5,5
97,44,23.0,4
70,31,20.0,5
102,47,16.0,5
94,41,13.5,4
98,44,15.0,5
94,42,15.0,4
86,41,5.0,5
112,50,13.5,5
76,34,7.5,5
94,41,17.0,5
80,36,23.5,5
96,42,5.5,4
102,47,4.5,5
98,43,11.0,4
92,42,12.0,5
87,37,19.0,5
96,43,3.0,3
98,46,16.5,5
102,48,16.5,5
103,47,10,5
94,43,12.0,5
105,48,11.5,4
92,43,20.0,5
84,38,19.0,5
92,40,21.0,5
72,31,22.5,5
104,48,11.0,4
95,44,5.0,5
109,51,10.5,5
76,34,18.0,5
98,44,19.0,5
86,38,5.5,4
99,45,14.0,5
83,36,18.0,4
95,43,17.5,5
78,35,16.0,5
71,32,5.0,5
90,40,12.0,5
110,50,2.0,5
96,44,3.0,5
87,40,16.0,5
82,35,15.5,5
92,40,22.0,5
99,45,23.0,5
100,46,7.5,5
90,40,13.5,5
106,49,21.0,5
97,44,15.0,2
68,30,9.5,4
88,40,16.0,5
97,44,10.5,4
81,37,11.5,5
78,36,21.0,4
118,56,7.0,5
104,49,13.5,4
108,48,15.0,5
96,45,14.5,5
102,47,16.0,5
92,42,11.5,4
90,38,14.0,5
101,46,7.0,4
96,44,17.5,5
106,49,17.5,4
90,40,15.0,4
104,48,10.5,5
80,37,13.5,5
102,48,16.0,5
74,32,13.5,5
100,46,21.5,4
87,40,25.5,4
103,46,8.0,5
107,48,18.5,3
98,46,19.5,5
97,46,14.5,4
110,49,15.0,5
102,46,9.5,3
88,40,13.5,5
64,28,27.5,5
100,44,10.5,5
74,33,2.5,5
95,42,17.0,5
81,37,11.0,5
106,49,6.5,4
80,35,18.5,5
94,42,8.0,5
98,45,25.0,5
98,44,17.5,5
70,32,15.5,5
90,40,16.5,5
94,43,18.5,5
78,34,15.5,5
105,47,12.5,4
107,50,10.5,3
78,34,13.0,5
109,51,13,3
91,40,13.5,4
82,38,16.5,5
110,52,7.0,5
87,39,18.0,5
102,48,11.5,2
78,34,6.0,5
98,45,8.5,5
96,44,21.5,4
102,46,5.5,5
90,40,21.5,5
82,36,27.5,5
91,42,26.5,5
95,44,13.0,4
98,45,17.0,4
113,52,4.0,5
86,39,10.5,4
81,36,13.5,5
82,37,17.0,5
58,28,10.5,5
112,52,4.0,3
96,42,16.5,5
69,31,14.5,5
108,50,5.0,5
113,52,14.0,5
108,50,15.5,5
66,30,18.5,5
99,45,5.5,5
121,54,5,5
108,48,9.5,5
82,36,25.5,5
96,42,20.5,5
95,42,17.0,5
70,32,22.0,5
92,42,13.5,4
74,34,7.5,5
95,42,14.0,5
75,33,12.0,5
91,40,20.0,5
104,48,14.0,5
100,45,10.0,5
83,36,22.5,5
108,50,19.5,4
82,38,5.5,5
108,50,16.0,1
103,46,6.0,5
106,48,20.5,5
92,43,13.5,5
101,46,16.0,5
110,50,8.0,5
78,36,14.0,5
110,50,17.0,4
70,32,17.5,5
72,33,9.5,5
90,44,9.5,4
106,49,21.5,5
76,34,16.5,5
81,36,22.0,5
89,40,14.5,3
98,44,15.0,4
100,46,6.0,4
111,51,4.5,3
106,49,5.5,5
100,46,17.0,5
88,40,7.5,5
94,44,18.5,5
101,45,7.0,5
86,38,15.5,5
90,40,6.5,5
86,39,18.0,5
108,50,12.5,3
95,42,17.5,5
98,44,18.0,4
74,34,22.5,5
97,44,13.5,5
100,46,14.5,4
96,43,14.5,4
89,41,17.0,4
118,55,13.0,4
82,36,13.0,4
98,46,15.5,5
80,39,1.5,5
66,30,21.5,5
94,40,6.0,5
98,44,20.0,5
98,44,11.0,4
96,42,15.5,5
102,47,6.0,4
100,44,14.5,5
100,45,8.0,5
76,35,8.0,5
80,36,4.5,5
112,53,12.0,5
92,42,11.0,5
86,38,13.5,5
84,39,21.5,5
84,40,16.5,5
96,42,3.0,5
106,48,15.0,4
94,43,13.0,5
80,36,22.0,4
93,43,23.0,5
82,38,24.0,4
89,41,17.0,5
111,50,19.0,4
70,31,23,4
97,46,25.0,5
94,42,25.0,4
105,49,3,5
108,50,20.0,5
97,44,14.0,5
88,40,17.5,5
90,40,16.0,5
98,42,19.0,5
98,44,10.5,5
80,36,13.5,4
109,52,3.5,4
100,46,19.0,5
108,49,12.0,5
92,42,16.5,5
105,48,4.5,4
100,46,8.0,4
87,38,15.5,5
76,34,13.5,5
104,47,18.0,5
104,46,15.5,5
77,33,21.5,4
89,42,16.5,5
90,41,19.0,5
80,37,11.0,4
107,48,9.5,5
96,44,7.5,4
74,33,19.5,5
90,42,13.0,5
97,42,13.0,5
80,36,20.0,5
103,48,16.0,5
109,50,16.5,5
86,40,11.5,4
96,43,11.0,1
102,48,11.5,5
82,38,23.0,4
100,45,10.0,4
73,32,5.5,5
110,50,12.5,5
89,39,28.0,5
74,32,21.5,5
82,38,9.5,5
78,36,11.0,5
98,45,16.5,5
84,37,24.0,4
106,48,5.0,4
77,36,5.5,5
96,42,14.5,5
89,42,11.0,5
90,38,16.0,3
82,38,17.5,4
87,39,15.5,5
96,42,19.5,4
91,41,17.0,5
85,38,23.0,5
97,44,6.5,4
85,38,15.0,1
98,45,9.0,3
65,28,19.5,5
92,39,6.0,5
102,48,14.0,5
96,41,7.5,5
78,34,6.5,5
96,42,22.5,5
94,42,13.0,4
67,28,15.5,5
108,50,7.5,4
56,26,16.0,5
70,32,23.5,5
96,44,11.5,5
87,39,19.5,4
90,40,15.5,4
117,54,10.5,5
82,37,17.5,5
48,22,24.5,5
103,46,17.0,5
75,34,13.5,5
92,40,9.0,5
97,44,11.5,5
96,42,15.0,5
107,48,7.5,5
98,44,12.5,5
106,48,7.0,5
93,42,14.5,5
77,34,8.5,4
98,44,21.5,5
96,42,8.5,4
102,45,18.5,5
94,42,13.0,5
101,45,9.5,5
106,49,18.0,5
98,44,9.0,4
108,50,8.0,5
92,41,12.0,5
110,50,9.5,2
110,50,22.5,5
102,48,24.5,5
82,36,22.5,5
85,38,13.0,3
78,36,8.0,5
79,38,20.0,5
84,39,15.0,5
110,50,11.5,4
103,47,14.5,5
76,35,16.5,5
84,38,17.5,5
78,35,7.5,5
105,48,15.0,4
73,34,12.0,5
88,40,13.0,3
89,39,13.5,4
84,37,15.0,5
99,44,13.0,5
102,48,16.5,4
76,34,6.5,5
77,37,15.5,5
93,43,17.0,5
76,36,15.5,5
104,48,9.5,5
106,46,4.0,5
94,41,13.5,5
102,46,13.0,5
114,53,8.0,4
84,38,22.0,5
96,43,22.0,5
